Unique Skills,course_title,course_url,
google sheets,Google Sheets,https://www.coursera.org/learn/google-sheets,
governance,Corporate Governance,https://www.coursera.org/learn/corporate-governance-1,
government administration,Procurement for Governments,https://www.coursera.org/learn/procurement-for-governments,
graphic design,Graphic Design,https://www.coursera.org/specializations/graphic-design,
graphql,Node.js & MongoDB: Developing Back-end Database Applications,https://www.coursera.org/learn/intermediate-back-end-development-with-node-js-mongodb,
green building standards,Green Building Assessment & Certification,https://www.coursera.org/learn/green-building-assessment--certification,
greenfield projects,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management,
gui,Build Your First GUI App With Java,https://www.coursera.org/projects/build-java-gui-apps,
handle geospatial technologies,Geographic Information Systems (GIS),https://www.coursera.org/specializations/gis,
hardware architectures,Introduction to Hardware and Operating Systems,https://www.coursera.org/learn/introduction-to-hardware-and-operating-systems,
hardware components,Introduction to Hardware and Operating Systems,https://www.coursera.org/learn/introduction-to-hardware-and-operating-systems,
hardware design,Embedded Software and Hardware Architecture,https://www.coursera.org/learn/embedded-software-hardware,
hardware materials,Introduction to Hardware and Operating Systems,https://www.coursera.org/learn/introduction-to-hardware-and-operating-systems,
hardware platforms,Introduction to Hardware and Operating Systems,https://www.coursera.org/learn/introduction-to-hardware-and-operating-systems,
hardware solutions,AWS Cloud Solutions Architect,https://www.coursera.org/professional-certificates/aws-cloud-solutions-architect,
hardware testing,Software Testing and Automation,https://www.coursera.org/specializations/software-testing-automation,
hardware testing methods,Software Testing and Automation,https://www.coursera.org/specializations/software-testing-automation,
hazardous materials transportation,Mechanics of Materials II: Thin-Walled Pressure Vessels and Torsion,https://www.coursera.org/learn/mechanics2,
hazardous waste storage,Municipal Solid Waste Management in Developing Countries,https://www.coursera.org/learn/solid-waste-management,
hazardous waste treatment,Municipal Solid Waste Management in Developing Countries,https://www.coursera.org/learn/solid-waste-management,
hazardous waste types,Municipal Solid Waste Management in Developing Countries,https://www.coursera.org/learn/solid-waste-management,
health and safety regulations,Introduction to OSHA: Safety Standards and Compliance,https://www.coursera.org/learn/introduction-to-osha-safety-standards-and-compliance,
health insurance,Medical Billing and Coding Fundamentals,https://www.coursera.org/specializations/medical-billing-coding-fundamentals,
health technology assessment,Data Science in Health Technology Assessment,https://www.coursera.org/learn/health-economics-and-hta,
healthcare data systems,AI in Healthcare,https://www.coursera.org/specializations/ai-healthcare,
heat pumps,Design of Ventilation& Air conditioning System for Buildings,https://www.coursera.org/specializations/design-of-ventilation-and-air-conditioning-system-for-buildings,
heat recovery,"Energy Production, Distribution & Safety",https://www.coursera.org/specializations/energy-industry,
heat transfer,Introduction to Thermodynamics: Transferring Energy from Here to There,https://www.coursera.org/learn/thermodynamics-intro,
hive,Modern Big Data Analysis with SQL,https://www.coursera.org/specializations/cloudera-big-data-analysis-sql,
housekeeping,Hospitality Luxury Brand Management,https://www.coursera.org/learn/hospitality-luxury-brand-management,
hr operations,Human Resource Management: HR for People Managers,https://www.coursera.org/specializations/human-resource-management,
html,"Introduction to HTML, CSS, & JavaScript",https://www.coursera.org/learn/introduction-html-css-javascript,
http/ https,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity,
hvac,Design of Ventilation& Air conditioning System for Buildings,https://www.coursera.org/specializations/design-of-ventilation-and-air-conditioning-system-for-buildings,
hybrid cloud,Introduction to Cloud Computing,https://www.coursera.org/learn/introduction-to-cloud,
hybrid control systems,Control Systems Analysis: Modeling of Dynamic Systems,https://www.coursera.org/learn/modeling-feedback-systems,
hybrid model,Business Model Canvas: A Tool for Entrepreneurs and Innovators (Project-Centered Course),https://www.coursera.org/learn/business-model-canvas,
hydraulic,Design of Industrial Piping Systems,https://www.coursera.org/specializations/design-of-industrial-piping-systems,
hydrocarbon,Hydrocarbon Exploration and Production,https://www.coursera.org/learn/hydrocarbon-exploration-and-production,
i2c,Internet of Things: Sensing and Actuation From Devices,https://www.coursera.org/learn/internet-of-things-sensing-actuation,
iOS,Meta iOS Developer,https://www.coursera.org/professional-certificates/meta-ios-developer,
ict,ICT in Primary Education: Transforming children's learning across the curriculum,https://www.coursera.org/learn/ict-primary-education,
identify energy needs,"Energy Production, Distribution & Safety",https://www.coursera.org/specializations/energy-industry,
identify technological needs,Key Technologies for Business,https://www.coursera.org/specializations/key-technologies-for-business,
image recognition,Convolutional Neural Networks,https://www.coursera.org/learn/convolutional-neural-networks,
impact investing,Social Impact Strategy: Tools for Entrepreneurs and Innovators,https://www.coursera.org/learn/social-impact,
implement sustainable procurement,Global Procurement and Sourcing,https://www.coursera.org/specializations/procurement-sourcing,
incident investigation,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity,
incident response,Cyber Incident Response,https://www.coursera.org/specializations/cyber-incident-response,
industrial engineering,Automotive Industrial Engineering,https://www.coursera.org/learn/automotive-industrial-engineering,
industrial processes,Automotive Industrial Engineering,https://www.coursera.org/learn/automotive-industrial-engineering,
industrial software,Applied Software Engineering Fundamentals,https://www.coursera.org/specializations/software-engineering-fundamentals,
information and digital content,Adobe Content Creator,https://www.coursera.org/professional-certificates/adobe-content-creator,
information architecture,Web Design: Strategy and Information Architecture,https://www.coursera.org/learn/web-design-strategy,
information confidentiality,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity,
information security strategy,IT Fundamentals for Cybersecurity,https://www.coursera.org/specializations/it-fundamentals-cybersecurity,
information systems,Information Systems,https://www.coursera.org/specializations/information-systems,
information technology,Information Technology (IT) Fundamentals for Everyone,https://www.coursera.org/learn/information-technology-it-fundamentals-for-everyone,
infrastructure solutions,AWS Cloud Solutions Architect,https://www.coursera.org/professional-certificates/aws-cloud-solutions-architect,
